Project Name,Start_Date,End_Date,Equipment_Name,Loss_Category,Energy_loss_MWh,Revenue Loss
Bearford 2,2022-07-27 13:55:00,2022-07-27 14:45:00,03.011.BLK01.PAD01.INV01 ,Inverter Outage,1.4124549288092718,90.64
Bearford 2,2022-07-21 10:45:00,2022-07-21 12:25:00,03.011.BLK01.PAD02.INV01 ,Inverter Outage,2.26012661128574,145.03
