Project Name,Start_Date,End_Date,Equipment_Name,Loss_Category,Energy_loss_MWh,Revenue Loss
Haywood,2022-07-07 19:50:00,2022-07-09 10:25:00,03.006.BLK01.PAD01.INV01 ,Inverter Outage,12.76326037662673,866.75
Haywood,2022-07-04 17:45:00,2022-07-06 07:25:00,03.006.BLK01.PAD02.INV01 ,Inverter Outage,10.294249457227922,699.08
Haywood,2022-07-08 19:50:00,2022-07-10 11:50:00,03.006.BLK01.PAD02.INV01 ,Inverter Outage,13.163134829033748,893.91
