Project Name,Start_Date,End_Date,Equipment_Name,Loss_Category,Energy_loss_MWh,Revenue Loss
ZV2,2022-07-23 20:10:00,2022-07-25 13:25:00,02.018.BLK01.PAD03.INV01 ,Inverter Outage,3.3049318999755593,226.32
ZV2,2022-07-27 20:05:00,2022-07-29 09:20:00,02.018.BLK01.PAD03.INV01 ,Inverter Outage,3.7168010280016204,254.53
