Date (-05:00),Irradiance Reference (Link) (W/m²),Meter AC Power (W)
9/13/2022 18:15,179.272,4500380
9/13/2022 18:20,152.684,3473220
9/13/2022 18:25,126.721,2525250
9/13/2022 18:30,99.9987,1691280
9/13/2022 18:35,52.9825,890475
9/13/2022 18:40,14.039,182340
9/13/2022 18:45,9.4969,9585
9/13/2022 18:50,7.4475,0
9/13/2022 18:55,4.3041,0
9/13/2022 19:00,2.152,0
9/13/2022 19:05,0.9565,0
9/13/2022 19:10,,0
9/13/2022 19:15,,0
9/13/2022 19:20,,0
9/13/2022 19:25,,0
9/13/2022 19:30,,0
9/13/2022 19:35,,0
9/13/2022 19:40,,0
9/13/2022 19:45,0,0
9/13/2022 19:50,0,0
9/13/2022 19:55,0.2287,0
9/13/2022 20:00,0,0
9/13/2022 20:05,,0
9/13/2022 20:10,,0
9/13/2022 20:15,,0
9/13/2022 20:20,,0
9/13/2022 20:25,,0
9/13/2022 20:30,,0
9/13/2022 20:35,,0
9/13/2022 20:40,,0
9/13/2022 20:45,,0
9/13/2022 20:50,,0
9/13/2022 20:55,,0
9/13/2022 21:00,,0
9/13/2022 21:05,,0
9/13/2022 21:10,,0
9/13/2022 21:15,,0
9/13/2022 21:20,,0
9/13/2022 21:25,,0
9/13/2022 21:30,,0
9/13/2022 21:35,,0
9/13/2022 21:40,,0
9/13/2022 21:45,,0
9/13/2022 21:50,,0
9/13/2022 21:55,,0
9/13/2022 22:00,,0
9/13/2022 22:05,,0
9/13/2022 22:10,,0
9/13/2022 22:15,,0
9/13/2022 22:20,,0
9/13/2022 22:25,,0
9/13/2022 22:30,,0
9/13/2022 22:35,,0
9/13/2022 22:40,,0
9/13/2022 22:45,,0
9/13/2022 22:50,,0
9/13/2022 22:55,,0
9/13/2022 23:00,,0
9/13/2022 23:05,,0
9/13/2022 23:10,,0
9/13/2022 23:15,,0
9/13/2022 23:20,,0
9/13/2022 23:25,,0
9/13/2022 23:30,,0
9/13/2022 23:35,,0
9/13/2022 23:40,,0
9/13/2022 23:45,,0
9/13/2022 23:50,,0
9/13/2022 23:55,,0
9/14/2022 0:00,,0
